call_number,domain,quality,n_shots,case_index,test_input,prompt,score,prompt_chars
112,json_extraction,low,10,1,"Maria Garcia, 28, from Chicago. She is a doctor at St. Mary's hospital.","Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nMaria Garcia, 28, from Chicago. She is a doctor at St. Mary's hospital.",0.0,1129
113,json_extraction,low,10,2,"The product SKU is AB-1042, priced at $29.99, available in red and blue.","Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nThe product SKU is AB-1042, priced at $29.99, available in red and blue.",0.0,1130
114,json_extraction,low,10,3,"Flight AA204 departs at 08:30 from Dallas, arrives at 11:45 in Los Angeles.","Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nFlight AA204 departs at 08:30 from Dallas, arrives at 11:45 in Los Angeles.",0.0,1133
115,json_extraction,low,10,4,Order #5523 placed on March 12 for 3 units of Widget X at $15 each.,"Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nOrder #5523 placed on March 12 for 3 units of Widget X at $15 each.",0.0,1125
116,json_extraction,low,10,5,"Dr. Raj Patel, 45, is a cardiologist based in Houston with 20 years of experience.","Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nDr. Raj Patel, 45, is a cardiologist based in Houston with 20 years of experience.",0.0,1140
117,json_extraction,low,10,6,"The laptop model XPS-15 has 16GB RAM, 512GB SSD, and costs $1,299.","Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nThe laptop model XPS-15 has 16GB RAM, 512GB SSD, and costs $1,299.",0.0,1124
118,json_extraction,low,10,7,"Emma Wilson, age 22, studies computer science at MIT. She is from Boston.","Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nEmma Wilson, age 22, studies computer science at MIT. She is from Boston.",0.0,1131
119,json_extraction,low,10,8,"Invoice INV-8821 for client TechCorp, total amount $4,500, due April 30.","Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nInvoice INV-8821 for client TechCorp, total amount $4,500, due April 30.",0.0,1130
120,json_extraction,low,10,9,Restaurant La Bella opens at 11am and closes at 10pm. It is located at 45 Main St.,"Extract info from this text as JSON.\n\nAlice, 30, is a nurse from Boston.\nAlice is a nurse. She is 30 years old.\nBob Chen is 25 and works as a designer in Seattle.\n{""name"": ""Bob"", ""age"": ""twenty five""}\nOrder #1023 placed on June 5 for 2 units of Laptop Y at $800 each.\nOrder number 1023, June, laptops, 800 dollars\nFlight BA309 departs at 14:00 from London, arrives at 17:30 in Paris.\n{""flight_number"": ""BA-309"", ""departure_time"": ""2pm"", ""destination"": ""France""}\nSubscription Basic costs $9/month, includes 1 user and 10GB storage.\nBasic plan, nine dollars, storage\nEmployee E-100, name Tom Hardy, department engineering, salary $90000.\n{""id"": 100, ""dept"": ""eng"", ""pay"": ""90k""}\nCar Toyota Camry year 2021, mileage 45000 km, color silver, price $22000.\nToyota 2021 silver car 22000\nDr. Chen Lee teaches chemistry at Harvard.\n{""professor"": ""Chen"", ""teaches"": ""Harvard""}\nInvoice INV-0091 for client DataCorp, total $1200, due May 15.\ninvoice for datacorp, 1200 dollars\nMeeting on March 3 at 10am in Room A with the finance team.\n{""meeting"": ""yes"", ""room"": ""A""}\n\nRestaurant La Bella opens at 11am and closes at 10pm. It is located at 45 Main St.",0.0,1140
121,code_debugging,high,1,0,def sum_list(numbers):     total = 0     for i in range(len(numbers) + 1):         total += numbers[i]     return total,"You are an expert Python developer and code reviewer. Analyze the following Python code for bugs, logical errors, edge case failures, and performance issues.\n\nInstructions:\n- Identify every bug present in the code.\n- Explain why each bug is a problem.\n- Provide the corrected version of the code.\n- Format your response as:\n  BUG: <description of the bug>\n  FIX: <corrected code or line>\n\nExamples:\n\nExample 1:\n  Input: for i in range(1, 10):\n    print(i)\n  Output: BUG: Range ends at 9, not 10. If 10 is required use range(1, 11).\nFIX: for i in range(1, 11): if inclusive of 10 is intended.\n\n\nCode to debug:\n```python\ndef sum_list(numbers):\n    total = 0\n    for i in range(len(numbers) + 1):\n        total += numbers[i]\n    return total\n```",0.7857,742
122,code_debugging,high,1,1,def is_palindrome(s):     return s == s.reverse(),"You are an expert Python developer and code reviewer. Analyze the following Python code for bugs, logical errors, edge case failures, and performance issues.\n\nInstructions:\n- Identify every bug present in the code.\n- Explain why each bug is a problem.\n- Provide the corrected version of the code.\n- Format your response as:\n  BUG: <description of the bug>\n  FIX: <corrected code or line>\n\nExamples:\n\nExample 1:\n  Input: for i in range(1, 10):\n    print(i)\n  Output: BUG: Range ends at 9, not 10. If 10 is required use range(1, 11).\nFIX: for i in range(1, 11): if inclusive of 10 is intended.\n\n\nCode to debug:\n```python\ndef is_palindrome(s):\n    return s == s.reverse()\n```",0.9,672
123,code_debugging,high,1,2,def factorial(n):     if n == 0:         return 1     return n * factorial(n),"You are an expert Python developer and code reviewer. Analyze the following Python code for bugs, logical errors, edge case failures, and performance issues.\n\nInstructions:\n- Identify every bug present in the code.\n- Explain why each bug is a problem.\n- Provide the corrected version of the code.\n- Format your response as:\n  BUG: <description of the bug>\n  FIX: <corrected code or line>\n\nExamples:\n\nExample 1:\n  Input: for i in range(1, 10):\n    print(i)\n  Output: BUG: Range ends at 9, not 10. If 10 is required use range(1, 11).\nFIX: for i in range(1, 11): if inclusive of 10 is intended.\n\n\nCode to debug:\n```python\ndef factorial(n):\n    if n == 0:\n        return 1\n    return n * factorial(n)\n```",0.875,700
124,code_debugging,high,1,3,"def divide(a, b):     return a / b","You are an expert Python developer and code reviewer. Analyze the following Python code for bugs, logical errors, edge case failures, and performance issues.\n\nInstructions:\n- Identify every bug present in the code.\n- Explain why each bug is a problem.\n- Provide the corrected version of the code.\n- Format your response as:\n  BUG: <description of the bug>\n  FIX: <corrected code or line>\n\nExamples:\n\nExample 1:\n  Input: for i in range(1, 10):\n    print(i)\n  Output: BUG: Range ends at 9, not 10. If 10 is required use range(1, 11).\nFIX: for i in range(1, 11): if inclusive of 10 is intended.\n\n\nCode to debug:\n```python\ndef divide(a, b):\n    return a / b\n```",1.0,657
125,code_debugging,high,1,4,def find_max(lst):     max_val = 0     for num in lst:         if num > max_val:             max_val = num     return max_val,"You are an expert Python developer and code reviewer. Analyze the following Python code for bugs, logical errors, edge case failures, and performance issues.\n\nInstructions:\n- Identify every bug present in the code.\n- Explain why each bug is a problem.\n- Provide the corrected version of the code.\n- Format your response as:\n  BUG: <description of the bug>\n  FIX: <corrected code or line>\n\nExamples:\n\nExample 1:\n  Input: for i in range(1, 10):\n    print(i)\n  Output: BUG: Range ends at 9, not 10. If 10 is required use range(1, 11).\nFIX: for i in range(1, 11): if inclusive of 10 is intended.\n\n\nCode to debug:\n```python\ndef find_max(lst):\n    max_val = 0\n    for num in lst:\n        if num > max_val:\n            max_val = num\n    return max_val\n```",0.4167,748
126,code_debugging,high,1,5,def count_vowels(s):     count = 0     for char in s:         if char in 'aeiou':             count += 1     return count,"You are an expert Python developer and code reviewer. Analyze the following Python code for bugs, logical errors, edge case failures, and performance issues.\n\nInstructions:\n- Identify every bug present in the code.\n- Explain why each bug is a problem.\n- Provide the corrected version of the code.\n- Format your response as:\n  BUG: <description of the bug>\n  FIX: <corrected code or line>\n\nExamples:\n\nExample 1:\n  Input: for i in range(1, 10):\n    print(i)\n  Output: BUG: Range ends at 9, not 10. If 10 is required use range(1, 11).\nFIX: for i in range(1, 11): if inclusive of 10 is intended.\n\n\nCode to debug:\n```python\ndef count_vowels(s):\n    count = 0\n    for char in s:\n        if char in 'aeiou':\n            count += 1\n    return count\n```",0.875,744
